id,num_orders
1146761,113.8
1160004,83.1
1274185,141.1
1271542,119.0
1470774,732.6
1299041,771.6
1105837,845.3
1082803,856.3
1023822,803.3
1312925,784.9
1089746,844.2
1133734,844.8
1096643,844.2
1095601,844.2
1236999,971.1
1129005,1094.9
1060160,1063.9
1139012,1094.9
1009801,1210.5
1499374,1189.7
1130038,1094.9
1136954,1094.9
1214539,1024.8
1341789,1096.4
1402501,95.4
1305350,76.2
1416500,73.8
1061620,54.6
1356623,57.3
1135009,64.0
1039371,26.1
1358442,70.7
1330108,86.7
1368952,103.8
1402068,584.8
1414079,578.2
1027086,513.0
1376822,634.9
1473650,597.2
1318829,582.2
1485144,593.4
1440877,602.5
1259634,547.0
1197323,532.3
1334064,512.9
1474493,277.5
1452523,374.7
1109460,546.3
1397686,660.4
1436925,277.5
1271835,381.5
1266289,285.7
1172743,629.4
1028916,755.1
1373369,1576.1
1159100,1520.4
1078309,1530.0
1444543,1536.0
1403090,1510.1
1091288,1530.0
1357059,1562.5
1258709,1539.7
1016250,1530.0
1291439,1555.8
1487991,374.0
1173983,340.2
1455460,376.7
1093777,329.2
1284038,365.5
1398418,329.7
1100317,367.0
1050205,317.5
1355831,384.7
1205352,354.0
1352373,566.8
1145134,600.0
1285247,562.6
1485963,555.0
1410494,468.5
1194947,488.8
1479842,752.8
1141874,488.8
1219813,488.8
1020182,401.0
1083024,340.7
1027186,358.1
1226206,350.2
1193020,358.1
1208269,1240.8
1441531,377.7
1201640,358.1
1412072,1160.0
1063733,1335.3
1196516,349.9
1115748,421.3
1281521,498.6
1451363,475.3
1430974,495.5
1461605,594.4
1248805,429.8
1365062,506.7
1413517,502.7
1079468,676.5
1462434,530.8
1171225,576.8
1113088,438.5
1421572,653.0
1231421,470.8
1155226,467.1
1050090,572.8
1462159,471.0
1262088,625.5
1059783,465.7
1068765,575.4
1221985,609.4
1301321,624.4
1463289,658.4
1275946,624.4
1400875,660.9
1348564,633.8
1273247,624.4
1017611,598.8
1062279,590.6
1237961,624.4
1224992,605.6
1311411,650.0
1058810,823.8
1180280,662.2
1171237,662.2
1345370,646.1
1361205,646.1
1020415,781.8
1490702,536.3
1214923,604.3
1295739,137.2
1371494,164.1
1242910,145.0
1297462,143.7
1408420,136.7
1468795,193.3
1322980,130.4
1278810,188.3
1286425,182.9
1287421,182.9
1117909,452.6
1387886,390.7
1344564,331.4
1155339,273.3
1270105,327.3
1299390,270.9
1402691,305.4
1435663,424.9
1499834,487.4
1185266,503.7
1485491,448.5
1493366,363.0
1244054,384.5
1339975,487.7
1493137,462.1
1482630,440.4
1237519,522.4
1414111,381.9
1290325,349.8
1064432,326.4
1220040,163.0
1275484,180.7
1272211,180.7
1290617,164.5
1321339,168.6
1458201,146.1
1219875,179.2
1085852,177.8
1334748,184.8
1224780,163.0
1198616,287.4
1177611,338.4
1077911,346.0
1305831,255.2
1098936,290.5
1189364,248.7
1495457,328.2
1193672,330.9
1177716,264.7
1125817,284.8
1093651,501.9
1009004,346.3
1447838,445.0
1339194,478.7
1027184,358.1
1366421,477.7
1395557,502.1
1382148,477.7
1066186,456.1
1437787,445.0
1106809,1133.3
1318582,1465.2
1438968,1407.1
1361549,1029.7
1057783,1145.5
1004386,1167.0
1315211,1029.7
1428093,1407.1
1163409,1548.5
1040148,1556.7
1460445,351.8
1180058,261.9
1462684,350.5
1138520,284.7
1317061,282.3
1054840,265.8
1438974,343.5
1002774,265.8
1159437,261.9
1089638,259.2
1443523,211.6
1163835,224.7
1494285,251.5
1318970,211.6
1230640,213.8
1350989,217.0
1469698,239.3
1157662,221.9
1365942,211.6
1241167,210.0
1450701,570.8
1224760,458.1
1363494,614.5
1324577,568.7
1491314,579.4
1158272,486.1
1412751,565.7
1112151,471.3
1219827,1233.0
1187185,1232.9
1257724,654.3
1138065,674.2
1331635,631.7
1089050,718.8
1209677,655.8
1178390,623.9
1232486,654.3
1165663,623.9
1115081,693.2
1294491,655.9
1040703,734.6
1012461,789.6
1431639,948.5
1121810,795.4
1054385,776.5
1106975,800.5
1094087,771.1
1140825,795.4
1340524,792.2
1133545,795.4
1259591,2054.9
1327142,1969.9
1249310,2054.9
1337116,1905.0
1426288,2083.1
1178106,2058.9
1112605,1954.0
1297011,2054.9
1015985,2086.1
1413327,2083.1
1173972,1551.0
1350644,1261.9
1103990,1232.2
1093038,1171.3
1435909,1220.1
1158632,1232.2
1044666,1490.1
1022214,2093.2
1109852,1979.9
1103251,1916.4
1113951,165.5
1075058,194.8
1395991,146.4
1060374,204.9
1344988,155.9
1379139,137.9
1216578,165.3
1347909,159.9
1124487,183.2
1314422,150.8
1026962,276.2
1019750,344.3
1052756,328.2
1199363,286.4
1268913,243.3
1301467,252.3
1203194,318.8
1182935,336.7
1163522,319.2
1072037,339.1
1398096,97.4
1094768,135.6
1458256,94.9
1469568,94.9
1042422,113.9
1281477,97.6
1427545,92.1
1398303,97.4
1297500,97.5
1184259,125.9
1359066,1099.4
1328835,1083.1
1375031,1099.4
1180363,1010.2
1079995,1003.3
1468705,1058.7
1041884,1025.0
1161571,1007.4
1049477,1025.0
1363599,1099.4
1138175,631.9
1165312,650.8
1419232,639.5
1093243,584.8
1146579,637.3
1250371,627.5
1441494,646.2
1146752,631.9
1427935,662.3
1012377,568.8
1264350,1378.7
1169852,1588.9
1392031,1274.2
1140763,1337.9
1359423,1282.4
1145373,1360.7
1381586,1321.4
1486989,1321.7
1061075,1356.6
1018684,1383.6
1165135,228.4
1365978,215.3
1425692,175.6
1352787,207.1
1106798,160.9
1151845,167.4
1446773,184.2
1000259,191.0
1361688,159.0
1339452,166.7
1296483,203.2
1265643,200.4
1243332,203.2
1017985,230.0
1002910,230.0
1214298,220.9
1265634,200.4
1490788,247.6
1054015,213.9
1394286,241.8
1020966,133.1
1210680,144.3
1007010,148.1
1426974,161.7
1167015,144.3
1208134,134.7
1088146,150.8
1384893,138.5
1295493,134.8
1237768,117.3
1134786,1542.2
1052017,1568.0
1209585,1448.7
1115016,1479.8
1101235,1479.8
1448019,1631.6
1315737,1478.3
1039269,1505.6
1436545,1478.5
1445418,1478.5
1001412,414.0
1389027,420.1
1406711,418.8
1070287,449.0
1084653,467.8
1137633,479.7
1233884,470.5
1315294,447.3
1282318,442.0
1206406,476.9
1245457,550.1
1324576,585.4
1054723,545.9
1240913,620.5
1403942,527.3
1004923,546.0
1429694,501.5
1029910,517.7
1228946,566.3
1119476,497.3
1306935,1684.9
1349929,1700.1
1391689,1714.7
1350008,1687.7
1017175,1941.6
1230601,1695.7
1353563,1687.7
1460117,1722.8
1366885,1687.7
1096075,1717.2
1117594,737.4
1486028,684.4
1135738,711.3
1222614,752.2
1406377,700.4
1244061,752.2
1003197,598.8
1289790,699.3
1036601,753.6
1050954,767.3
1492614,183.2
1468175,162.4
1127745,189.2
1356109,180.3
1288414,170.9
1186700,177.6
1088403,186.3
1133590,200.0
1155657,189.7
1348738,182.9
1497813,358.4
1094690,460.9
1152196,452.7
1003610,565.7
1479704,292.7
1068127,899.5
1222762,698.2
1324076,227.3
1473003,889.9
1343036,726.3
1255407,616.4
1338733,532.4
1482136,497.9
1147855,493.8
1311799,414.5
1306558,444.2
1494027,749.4
1265348,631.2
1083041,600.2
1003331,567.6
1123214,1557.1
1038791,1536.0
1134852,1541.9
1403461,1546.0
1002912,1519.6
1089089,1433.1
1082554,1306.7
1353572,1222.6
1015394,1166.6
1320654,1155.6
1108704,363.4
1349640,409.3
1233603,382.3
1240827,401.4
1054033,404.1
1398644,420.6
1303762,348.4
1272724,360.6
1423160,404.2
1055961,385.2
1481640,336.6
1031471,325.9
1241213,309.3
1055152,327.2
1075123,320.3
1365959,299.8
1195304,300.0
1211091,300.0
1373638,515.1
1091949,602.7
1485637,309.1
1214130,316.2
1277790,318.7
1014247,370.4
1415059,307.9
1107132,257.1
1011846,239.4
1036998,252.5
1006386,190.7
1412745,293.2
1375145,1406.1
1354719,1406.1
1416624,1395.3
1162670,1403.2
1473999,1460.0
1415730,1395.3
1070101,1378.9
1149110,1372.1
1268657,1376.3
1125034,1361.5
1233869,397.7
1478615,412.6
1081273,419.1
1452584,412.6
1082717,431.4
1009386,1193.1
1251805,1165.2
1390565,427.6
1301315,385.4
1033019,428.7
1127204,157.9
1454285,109.2
1230213,132.4
1216199,140.4
1338024,120.0
1316220,144.4
1261077,144.4
1499021,163.3
1384202,94.4
1327954,144.4
1139730,787.4
1301842,793.1
1251244,771.3
1183358,803.8
1059732,806.3
1151274,787.4
1072415,803.8
1469941,819.9
1288037,812.1
1325139,825.6
1101375,270.2
1398435,392.6
1353965,270.2
1183936,258.2
1311911,270.2
1062494,270.2
1410039,406.3
1187463,258.2
1082477,261.0
1345516,270.2
1022008,474.4
1438700,463.6
1314739,430.0
1316314,430.0
1050661,453.0
1317396,430.0
1179891,430.0
1035233,474.4
1011404,474.4
1306324,430.0
1473058,367.7
1463455,351.3
1248427,310.6
1173141,320.1
1471497,367.7
1455556,278.2
1305973,388.2
1456111,347.4
1311369,379.9
1084924,336.3
1075942,917.1
1458788,895.6
1108592,860.4
1091948,917.1
1028978,917.1
1480899,895.6
1043364,1893.8
1390783,2040.6
1083460,1908.7
1113545,901.1
1175098,546.6
1107789,335.3
1472551,620.9
1434395,640.3
1204957,571.0
1066271,347.3
1201647,343.5
1207963,355.5
1224651,355.5
1102821,451.4
1413179,741.0
1064720,676.3
1333985,723.4
1485965,747.9
1045179,689.8
1034980,676.3
1055582,810.0
1444798,761.4
1059223,676.3
1047097,676.3
1121896,225.4
1093815,234.8
1171798,232.3
1110818,277.9
1368837,260.5
1016415,305.4
1300798,231.8
1093179,259.0
1305192,261.9
1095872,225.4
1000264,305.5
1253533,217.5
1109365,305.2
1492072,272.0
1369989,274.1
1233753,311.0
1113550,305.2
1119683,245.8
1351878,212.1
1143262,137.7
1058344,322.1
1414470,456.9
1252992,393.2
1115685,584.9
1421486,388.2
1320342,405.9
1021911,320.6
1251776,395.9
1165288,114.1
1113019,134.4
1116213,126.0
1044947,115.3
1402049,101.7
1073679,124.6
1088866,117.9
1194180,113.7
1474476,81.2
1049402,124.9
1416839,206.7
1218844,124.5
1170492,124.5
1091303,124.5
1367373,225.8
1241826,124.5
1023270,135.3
1495450,233.9
1383578,189.2
1482218,244.6
1414458,183.8
1306516,219.1
1180610,240.6
1323085,183.8
1212285,193.4
1039279,208.4
1395825,209.5
1386899,545.7
1216036,203.0
1225001,203.0
1196661,441.4
1496261,515.7
1194929,347.3
1209119,347.3
1397954,300.1
1433003,296.0
1306725,432.0
1355897,331.2
1064394,275.7
1299518,339.3
1401228,307.0
1495883,340.4
1186113,286.3
1452283,317.5
1478258,262.0
1197751,255.1
1124970,298.3
1131633,283.5
1414498,302.6
1453888,320.1
1158313,340.3
1100676,398.8
1158135,417.8
1171800,344.3
1026264,424.3
1321385,322.7
1050460,351.1
1146215,343.0
1419175,346.7
1372396,409.3
1432207,190.1
1394210,123.7
1443225,183.4
1342526,154.3
1449114,131.7
1123390,194.5
1247236,190.5
1261392,172.9
1489922,196.8
1401658,152.7
1125250,709.3
1037647,864.4
1138222,709.3
1266103,759.4
1003947,753.8
1348210,733.5
1145349,709.3
1373036,753.8
1309199,717.5
1171211,708.1
1402145,475.4
1475657,599.7
1467695,548.3
1147970,497.2
1378850,368.0
1121390,369.7
1237926,369.7
1492615,362.6
1006586,524.0
1000914,524.0
1405281,698.4
1140630,726.9
1179175,711.9
1328240,765.9
1148498,775.7
1444150,795.9
1184976,794.4
1455643,789.0
1054872,750.0
1465520,807.8
1235991,192.1
1357362,203.0
1224648,237.4
1042687,199.7
1435100,238.5
1386731,138.8
1030695,231.1
1254045,159.5
1392602,203.0
1443272,264.0
1147078,60.1
1065907,56.0
1354825,41.5
1177980,53.4
1201164,54.9
1003099,53.0
1002495,50.6
1365578,41.5
1419626,41.5
1195370,35.8
1207458,261.6
1408017,210.1
1090667,226.5
1397788,210.1
1227739,203.6
1362484,210.1
1097531,226.5
1082537,226.5
1484097,210.1
1325444,215.4
1276142,197.5
1333143,349.7
1487777,375.7
1395108,366.5
1042584,355.3
1274476,343.2
1055703,440.3
1247424,356.4
1302516,316.1
1171030,221.6
1266519,795.1
1137275,1394.9
1266254,1241.3
1125205,1394.9
1282243,792.5
1265496,1311.3
1269069,1241.3
1421700,1273.7
1095834,1407.3
1175473,1388.1
1299709,112.6
1454164,107.0
1068339,124.3
1131994,96.5
1452032,112.3
1268214,96.4
1261241,112.9
1209168,120.9
1106716,126.9
1104690,109.7
1117544,354.2
1417850,404.3
1211259,359.8
1431972,396.2
1475506,396.2
1409045,396.2
1410758,396.2
1368841,396.2
1409653,396.2
1251129,367.9
1199822,223.8
1306963,218.4
1352289,223.8
1487534,238.4
1043614,229.2
1388656,223.8
1464836,223.8
1072381,229.2
1388909,218.4
1280894,218.4
1356370,90.8
1245069,50.1
1295639,86.3
1305904,96.7
1292177,96.7
1317384,92.1
1121211,74.8
1021640,69.2
1210569,54.2
1442046,89.5
1131692,355.6
1325899,310.6
1035806,355.6
1192752,309.2
1154621,347.1
1105567,316.0
1351561,318.9
1284314,310.6
1119425,316.0
1071315,355.6
1053700,357.9
1196897,335.0
1100864,327.0
1095250,315.1
1314012,317.5
1177213,364.5
1312239,317.5
1371943,300.0
1269951,318.9
1124463,364.2
1171380,473.7
1257945,453.3
1164850,473.7
1317829,520.7
1494403,512.8
1372964,520.7
1028254,472.3
1394819,545.3
1239193,453.3
1466747,512.8
1460540,235.9
1109530,295.6
1140660,236.8
1015607,264.3
1039868,253.2
1179336,263.1
1156949,228.7
1416864,265.4
1229607,272.5
1488828,314.6
1243030,403.9
1342622,454.9
1474891,410.3
1107378,526.1
1120819,487.5
1195282,402.7
1335120,646.3
1377332,375.5
1318602,683.7
1106208,365.8
1496726,322.1
1040688,226.4
1359566,326.2
1322847,257.2
1419205,333.2
1376392,337.1
1471555,322.1
1157631,241.2
1446675,322.1
1171196,239.8
1353589,357.5
1083761,334.3
1017978,339.5
1204607,311.4
1179263,311.4
1287664,311.2
1101142,334.3
1259598,311.4
1403541,357.3
1101243,334.1
1235681,449.6
1473044,417.2
1165704,385.0
1327609,499.5
1382591,485.1
1258870,455.1
1340640,452.3
1165396,452.2
1460743,383.3
1210591,493.0
1428233,288.7
1094909,334.2
1332634,305.1
1226462,299.4
1022245,342.2
1082397,334.2
1136816,314.1
1478736,283.4
1468754,283.4
1392549,284.4
1268353,275.9
1295313,275.9
1086365,281.4
1072664,281.4
1271325,275.9
1468915,224.6
1396555,240.8
1082289,281.4
1471863,224.6
1288038,275.9
1009685,174.5
1103790,173.3
1081466,189.7
1067689,191.3
1320892,166.6
1425915,125.2
1265570,180.0
1117394,145.2
1131780,194.0
1242389,147.9
1214618,250.0
1364865,328.0
1133180,344.5
1008164,397.5
1166614,345.7
1204365,351.2
1426744,351.1
1145434,340.6
1302570,234.2
1158968,334.8
1104767,520.1
1331057,541.4
1203291,542.5
1325692,338.7
1200019,209.7
1101366,321.2
1410252,349.5
1412366,342.9
1491157,333.3
1445037,184.0
1332387,189.1
1146755,171.4
1125510,162.0
1468793,185.3
1474894,171.6
1246237,180.7
1468989,185.3
1264726,180.7
1023588,190.3
1119975,247.6
1296989,302.9
1256467,262.3
1478418,232.5
1141172,247.5
1237197,241.9
1215871,236.9
1015109,309.2
1173440,243.2
1115717,256.8
1112711,290.5
1374089,374.5
1118795,290.5
1140639,290.5
1083175,324.1
1492620,322.8
1175595,290.2
1381389,374.5
1252196,317.5
1125403,290.5
1353415,305.9
1460235,874.7
1445553,874.7
1447369,874.7
1028990,764.2
1184922,313.1
1153898,787.2
1198610,807.4
1079437,303.5
1472394,305.9
1448306,383.7
1419811,390.7
1265062,253.3
1425904,383.7
1125938,255.9
1202900,237.0
1095568,255.9
1300715,282.8
1376035,390.7
1247963,253.3
1242874,188.3
1077197,171.6
1127975,182.3
1230110,169.4
1166412,184.1
1066808,163.3
1470409,191.7
1342442,176.2
1139563,181.2
1003833,170.2
1119729,360.8
1178379,320.3
1168706,394.8
1171672,365.1
1432899,331.2
1268541,365.1
1006145,356.8
1441960,422.6
1183895,1089.9
1460906,1130.8
1466648,181.1
1217089,227.1
1275462,219.2
1461365,181.1
1159522,243.4
1442492,199.9
1426884,254.1
1223006,229.8
1257596,283.7
1313402,219.2
1009276,351.8
1355967,523.0
1439212,544.5
1145363,531.0
1001921,351.8
1159863,591.7
1347974,545.9
1012491,351.8
1373298,521.6
1355523,523.0
1167271,1367.0
1393728,1314.3
1109152,1367.0
1366322,1314.3
1101391,1367.0
1478799,1329.9
1215120,1367.0
1428408,1314.3
1100774,1367.0
1495413,1329.9
1026093,678.3
1185453,733.7
1315380,733.7
1413823,733.7
1010266,678.3
1091121,733.7
1126295,1052.5
1322521,1052.5
1345620,1052.5
1273456,1510.3
1095435,174.5
1323949,194.3
1395799,181.4
1145737,146.0
1238384,175.6
1042036,190.8
1351219,174.0
1085203,208.3
1371386,188.7
1219723,167.7
1003254,241.3
1467189,300.9
1391034,207.9
1402736,312.6
1359141,195.5
1385854,202.9
1364965,225.4
1323652,286.2
1488422,292.7
1426492,212.3
1494166,92.9
1425078,63.5
1280912,52.9
1101451,103.0
1102535,108.5
1192441,71.9
1095607,106.0
1367089,78.4
1159398,77.4
1234591,97.6
1191706,348.0
1131459,457.9
1336230,376.1
1425283,496.7
1320850,409.6
1057220,457.7
1490464,360.0
1245748,360.0
1433608,397.6
1027214,348.0
1105308,297.0
1107240,297.0
1387470,360.7
1184143,335.3
1072620,297.0
1460051,360.7
1111278,309.2
1442651,360.7
1409134,360.7
1051968,303.9
1121765,234.5
1154015,284.4
1193249,642.7
1025216,656.2
1487129,598.1
1132636,646.8
1011414,656.2
1368489,622.4
1369233,622.4
1458746,281.7
1280129,155.9
1114886,126.0
1163765,182.9
1406367,144.4
1142814,198.4
1294699,163.1
1379642,136.2
1244589,169.3
1100387,137.1
1323102,175.7
1159992,227.7
1349938,247.4
1440017,239.2
1021112,239.5
1087316,253.2
1382875,254.0
1223460,223.6
1140043,227.7
1358812,247.4
1384056,254.0
1470747,181.8
1410454,143.9
1329627,161.7
1053569,133.1
1098179,149.5
1489281,201.9
1230739,117.3
1117763,171.5
1016076,133.1
1020937,148.1
1008071,430.2
1351714,475.9
1278748,366.8
1033118,430.2
1432496,409.7
1231141,366.8
1026727,430.2
1077204,430.2
1438728,405.6
1424161,409.7
1495114,173.4
1438706,203.2
1352093,191.0
1422053,203.2
1332317,186.8
1178329,185.6
1467909,212.6
1347977,191.0
1445235,203.2
1365395,191.0
1467164,414.8
1164908,392.1
1182446,460.9
1393856,397.5
1161200,452.9
1242357,511.0
1344145,342.1
1430031,444.8
1193698,511.0
1449017,419.0
1399041,883.1
1185779,895.1
1055011,877.5
1080864,880.4
1247741,912.5
1041516,877.5
1157213,895.1
1168450,895.1
1392666,868.4
1024666,1061.2
1246456,701.4
1213389,701.4
1011038,685.2
1403857,702.6
1377782,682.7
1354740,692.1
1195560,710.8
1000845,538.0
1188391,718.6
1310969,658.5
1203473,272.3
1052376,195.2
1275300,202.1
1168517,189.8
1164780,257.6
1412431,249.7
1215826,253.5
1198539,252.1
1281207,218.6
1400789,220.4
1008981,277.4
1480916,885.9
1174520,692.7
1408456,693.9
1103391,739.9
1108102,806.3
1108547,828.9
1238197,278.9
1043675,702.0
1268656,727.5
1462608,518.4
1418346,452.8
1491979,537.4
1407308,518.5
1010422,468.9
1108134,438.9
1224076,417.4
1140817,425.4
1025411,454.2
1403656,490.2
1161630,903.0
1021993,969.3
1179517,903.0
1332254,884.4
1319159,889.7
1356974,884.4
1290939,339.8
1401750,331.7
1064767,773.4
1070383,773.4
1029294,331.4
1013001,331.4
1081183,277.0
1485036,413.3
1256807,340.0
1203716,306.3
1414123,363.1
1250749,340.0
1434042,363.1
1048122,304.1
1317164,168.8
1404058,202.5
1099698,183.9
1225205,187.3
1120109,183.9
1317198,168.8
1485133,207.9
1011810,149.3
1212950,428.3
1022775,406.8
1039889,416.0
1347952,329.6
1129722,356.7
1023285,416.0
1330789,283.8
1334275,297.2
1183235,289.4
1278095,268.6
1161492,314.5
1189870,388.1
1232446,587.4
1381352,644.0
1168965,570.0
1300191,660.3
1391636,644.0
1475935,641.3
1413562,644.0
1129712,599.8
1181753,624.1
1094992,599.8
1466568,443.1
1429643,443.1
1301120,415.9
1377778,444.5
1271409,422.6
1168372,422.6
1469059,443.1
1067430,413.2
1155421,424.0
1136593,399.8
1212707,139.1
1313597,148.4
1412241,78.1
1115056,396.2
1292390,386.2
1166952,386.4
1384513,387.5
1093599,393.4
1367894,380.7
1119869,390.6
1070129,394.9
1394194,383.3
1002435,418.2
1400016,440.1
1371135,405.7
1386866,440.1
1263387,436.4
1316202,453.1
1238695,456.6
1269164,436.4
1212464,443.2
1458850,388.6
1164926,439.2
1138248,318.8
1490626,272.5
1281487,277.4
1082441,251.5
1482938,276.8
1184923,325.8
1326973,372.0
1192047,286.9
1267180,292.3
1246324,336.4
1186964,119.9
1202630,104.4
1269934,126.0
1339581,133.7
1436109,121.1
1101500,117.3
1023599,121.0
1442172,133.7
1157371,116.1
1109804,545.6
1054832,526.5
1352123,620.7
1423856,674.1
1435666,667.4
1354480,615.4
1246275,561.4
1336436,603.0
1432832,668.8
1165254,568.5
1066074,232.6
1040567,320.5
1033848,320.5
1060668,212.5
1364029,237.6
1062630,232.6
1094506,219.1
1358659,237.6
1465329,221.2
1440816,251.9
1379869,463.7
1364543,497.6
1209429,501.5
1336922,469.1
1184984,501.5
1033802,447.4
1102254,485.3
1069100,444.8
1251110,493.3
1422931,465.3
1004866,154.2
1174471,125.0
1499724,137.9
1303018,126.8
1484881,154.1
1336482,125.3
1263568,127.4
1014154,137.5
1145983,125.2
1329014,140.2
1016463,52.1
1014561,49.8
1023254,63.9
1261641,54.5
1242929,46.7
1066835,57.3
1084108,63.8
1273171,78.2
1310686,131.6
1429564,84.9
1417277,229.9
1206235,227.3
1105979,312.2
1299770,212.5
1472997,229.9
1247176,227.2
1035903,255.8
1016929,303.8
1100790,274.7
1479035,229.9
1081099,57.4
1242607,51.8
1495219,61.4
1401482,70.9
1318810,58.5
1400541,70.9
1024895,63.0
1046431,58.7
1068378,57.4
1431933,57.5
1172788,83.9
1393553,72.3
1035358,71.9
1299647,70.7
1272919,70.7
1334372,62.7
1159056,85.3
1302378,70.7
1190534,70.5
1011587,93.4
1105486,348.7
1495174,180.9
1004376,258.6
1320784,314.6
1489187,180.9
1318303,314.6
1481749,180.9
1216902,324.7
1184723,327.4
1226502,315.0
1072688,134.0
1082037,96.0
1248088,225.6
1240215,240.6
1140940,269.1
1372767,237.7
1319511,234.9
1163430,220.3
1024275,329.6
1176115,202.8
1493372,84.8
1015693,102.8
1397319,132.5
1361853,144.3
1037616,131.9
1069003,168.0
1429561,81.4
1379641,109.4
1380619,123.4
1305515,135.4
1326014,268.8
1363993,265.9
1065978,262.1
1124674,266.2
1031580,253.9
1076145,266.2
1062552,262.1
1043014,253.9
1219837,282.0
1496028,278.6
1067574,70.8
1025091,72.2
1153270,75.4
1394193,48.9
1142889,56.0
1158789,69.2
1287972,52.9
1206482,42.6
1212175,54.8
1016096,48.7
1049986,594.1
1058080,680.3
1385476,750.7
1197433,801.0
1157667,638.7
1462354,735.9
1447886,733.0
1414248,713.1
1071904,592.7
1233401,781.0
1205618,329.6
1156440,294.4
